"Source","Traget","Year"
502047,502048,2011
502047,503572,2011
502047,279683,2011
502047,502050,2011
502047,502051,2011
502047,502052,2011
502047,299969,2011
502047,502053,2011
502047,502054,2011
502048,503572,2011
502048,279683,2011
502048,502050,2011
502048,502051,2011
502048,502052,2011
502048,299969,2011
502048,502053,2011
502048,502054,2011
503572,279683,2011
503572,502050,2011
503572,502051,2011
503572,502052,2011
503572,299969,2011
503572,502053,2011
503572,502054,2011
279683,502050,2011
279683,502051,2011
279683,502052,2011
279683,299969,2011
279683,502053,2011
279683,502054,2011
502050,502051,2011
502050,502052,2011
502050,299969,2011
502050,502053,2011
502050,502054,2011
502051,502052,2011
502051,299969,2011
502051,502053,2011
502051,502054,2011
502052,299969,2011
502052,502053,2011
502052,502054,2011
299969,502053,2011
299969,502054,2011
502053,502054,2011
135449,135449,1991
135449,135450,1991
135449,133379,1991
135449,135451,1991
135449,135451,1991
135449,135450,1991
135449,133379,1991
135449,135451,1991
135449,135451,1991
135450,133379,1991
135450,135451,1991
135450,135451,1991
133379,135451,1991
133379,135451,1991
135451,135451,1991
223786,202231,2004
223786,199954,2004
223786,223787,2004
223786,178391,2004
223786,202237,2004
223786,223788,2004
223786,223789,2004
223786,202242,2004
223786,223790,2004
223786,161165,2004
223786,202718,2004
223786,223791,2004
223786,223792,2004
223786,223793,2004
223786,223794,2004
223786,234032,2004
223786,223796,2004
223786,223797,2004
223786,223798,2004
223786,248966,2004
223786,248966,2004
223786,151403,2004
223786,89094,2004
223786,223799,2004
202231,199954,2004
202231,223787,2004
202231,178391,2004
202231,202237,2004
202231,223788,2004
202231,223789,2004
202231,202242,2004
202231,223790,2004
202231,161165,2004
202231,202718,2004
202231,223791,2004
202231,223792,2004
202231,223793,2004
202231,223794,2004
202231,234032,2004
202231,223796,2004
202231,223797,2004
202231,223798,2004
202231,248966,2004
202231,248966,2004
202231,151403,2004
202231,89094,2004
202231,223799,2004
199954,223787,2004
199954,178391,2004
199954,202237,2004
199954,223788,2004
199954,223789,2004
199954,202242,2004
199954,223790,2004
199954,161165,2004
199954,202718,2004
199954,223791,2004
199954,223792,2004
199954,223793,2004
199954,223794,2004
199954,234032,2004
199954,223796,2004
199954,223797,2004
199954,223798,2004
199954,248966,2004
199954,248966,2004
199954,151403,2004
199954,89094,2004
199954,223799,2004
223787,178391,2004
223787,202237,2004
223787,223788,2004
223787,223789,2004
223787,202242,2004
223787,223790,2004
223787,161165,2004
223787,202718,2004
223787,223791,2004
223787,223792,2004
223787,223793,2004
223787,223794,2004
223787,234032,2004
223787,223796,2004
223787,223797,2004
223787,223798,2004
223787,248966,2004
223787,248966,2004
223787,151403,2004
223787,89094,2004
223787,223799,2004
178391,202237,2004
178391,223788,2004
178391,223789,2004
178391,202242,2004
178391,223790,2004
178391,161165,2004
178391,202718,2004
178391,223791,2004
178391,223792,2004
178391,223793,2004
178391,223794,2004
178391,234032,2004
178391,223796,2004
178391,223797,2004
178391,223798,2004
178391,248966,2004
178391,248966,2004
178391,151403,2004
178391,89094,2004
178391,223799,2004
202237,223788,2004
202237,223789,2004
202237,202242,2004
202237,223790,2004
202237,161165,2004
202237,202718,2004
202237,223791,2004
202237,223792,2004
202237,223793,2004
202237,223794,2004
202237,234032,2004
202237,223796,2004
202237,223797,2004
202237,223798,2004
202237,248966,2004
202237,248966,2004
202237,151403,2004
202237,89094,2004
202237,223799,2004
223788,223789,2004
223788,202242,2004
223788,223790,2004
223788,161165,2004
223788,202718,2004
223788,223791,2004
223788,223792,2004
223788,223793,2004
223788,223794,2004
223788,234032,2004
223788,223796,2004
223788,223797,2004
223788,223798,2004
223788,248966,2004
223788,248966,2004
223788,151403,2004
223788,89094,2004
223788,223799,2004
223789,202242,2004
223789,223790,2004
223789,161165,2004
223789,202718,2004
223789,223791,2004
223789,223792,2004
223789,223793,2004
223789,223794,2004
223789,234032,2004
223789,223796,2004
223789,223797,2004
223789,223798,2004
223789,248966,2004
223789,248966,2004
223789,151403,2004
223789,89094,2004
223789,223799,2004
202242,223790,2004
202242,161165,2004
202242,202718,2004
202242,223791,2004
202242,223792,2004
202242,223793,2004
202242,223794,2004
202242,234032,2004
202242,223796,2004
202242,223797,2004
202242,223798,2004
202242,248966,2004
202242,248966,2004
202242,151403,2004
202242,89094,2004
202242,223799,2004
223790,161165,2004
223790,202718,2004
223790,223791,2004
223790,223792,2004
223790,223793,2004
223790,223794,2004
223790,234032,2004
223790,223796,2004
223790,223797,2004
223790,223798,2004
223790,248966,2004
223790,248966,2004
223790,151403,2004
223790,89094,2004
223790,223799,2004
161165,202718,2004
161165,223791,2004
161165,223792,2004
161165,223793,2004
161165,223794,2004
161165,234032,2004
161165,223796,2004
161165,223797,2004
161165,223798,2004
161165,248966,2004
161165,248966,2004
161165,151403,2004
161165,89094,2004
161165,223799,2004
202718,223791,2004
202718,223792,2004
202718,223793,2004
202718,223794,2004
202718,234032,2004
202718,223796,2004
202718,223797,2004
202718,223798,2004
202718,248966,2004
202718,248966,2004
202718,151403,2004
202718,89094,2004
202718,223799,2004
223791,223792,2004
223791,223793,2004
223791,223794,2004
223791,234032,2004
223791,223796,2004
223791,223797,2004
223791,223798,2004
223791,248966,2004
223791,248966,2004
223791,151403,2004
223791,89094,2004
223791,223799,2004
223792,223793,2004
223792,223794,2004
223792,234032,2004
223792,223796,2004
223792,223797,2004
223792,223798,2004
223792,248966,2004
223792,248966,2004
223792,151403,2004
223792,89094,2004
223792,223799,2004
223793,223794,2004
223793,234032,2004
223793,223796,2004
223793,223797,2004
223793,223798,2004
223793,248966,2004
223793,248966,2004
223793,151403,2004
223793,89094,2004
223793,223799,2004
223794,234032,2004
223794,223796,2004
223794,223797,2004
223794,223798,2004
223794,248966,2004
223794,248966,2004
223794,151403,2004
223794,89094,2004
223794,223799,2004
234032,223796,2004
234032,223797,2004
234032,223798,2004
234032,248966,2004
234032,248966,2004
234032,151403,2004
234032,89094,2004
234032,223799,2004
223796,223797,2004
223796,223798,2004
223796,248966,2004
223796,248966,2004
223796,151403,2004
223796,89094,2004
223796,223799,2004
223797,223798,2004
223797,248966,2004
223797,248966,2004
223797,151403,2004
223797,89094,2004
223797,223799,2004
223798,248966,2004
223798,248966,2004
223798,151403,2004
223798,89094,2004
223798,223799,2004
248966,248966,2004
248966,151403,2004
248966,89094,2004
248966,223799,2004
248966,151403,2004
248966,89094,2004
248966,223799,2004
151403,89094,2004
151403,223799,2004
89094,223799,2004
465540,465542,2006
465540,465543,2006
465540,465544,2006
465540,465545,2006
465540,321087,2006
465540,465546,2006
465540,465547,2006
465540,465548,2006
465540,465544,2006
465542,465543,2006
465542,465544,2006
465542,465545,2006
465542,321087,2006
465542,465546,2006
465542,465547,2006
465542,465548,2006
465542,465544,2006
465543,465544,2006
465543,465545,2006
465543,321087,2006
465543,465546,2006
465543,465547,2006
465543,465548,2006
465543,465544,2006
465544,465545,2006
465544,321087,2006
465544,465546,2006
465544,465547,2006
465544,465548,2006
465544,465544,2006
465545,321087,2006
465545,465546,2006
465545,465547,2006
465545,465548,2006
465545,465544,2006
321087,465546,2006
321087,465547,2006
321087,465548,2006
321087,465544,2006
465546,465547,2006
465546,465548,2006
465546,465544,2006
465547,465548,2006
465547,465544,2006
465548,465544,2006
410786,337533,2009
410786,391580,2009
410786,84819,2009
410786,84819,2009
410786,410787,2009
410786,410787,2009
410786,410787,2009
410786,410787,2009
410786,490441,2009
410786,410789,2009
410786,410790,2009
410786,490441,2009
410786,410791,2009
410786,410792,2009
410786,410793,2009
410786,410794,2009
410786,410787,2009
410786,410795,2009
410786,410796,2009
410786,410797,2009
410786,410798,2009
337533,391580,2009
337533,84819,2009
337533,84819,2009
337533,410787,2009
337533,410787,2009
337533,410787,2009
337533,410787,2009
337533,490441,2009
337533,410789,2009
337533,410790,2009
337533,490441,2009
337533,410791,2009
337533,410792,2009
337533,410793,2009
337533,410794,2009
337533,410787,2009
337533,410795,2009
337533,410796,2009
337533,410797,2009
337533,410798,2009
391580,84819,2009
391580,84819,2009
391580,410787,2009
391580,410787,2009
391580,410787,2009
391580,410787,2009
391580,490441,2009
391580,410789,2009
391580,410790,2009
391580,490441,2009
391580,410791,2009
391580,410792,2009
391580,410793,2009
391580,410794,2009
391580,410787,2009
391580,410795,2009
391580,410796,2009
391580,410797,2009
391580,410798,2009
84819,84819,2009
84819,410787,2009
84819,410787,2009
84819,410787,2009
84819,410787,2009
84819,490441,2009
84819,410789,2009
84819,410790,2009
84819,490441,2009
84819,410791,2009
84819,410792,2009
84819,410793,2009
84819,410794,2009
84819,410787,2009
84819,410795,2009
84819,410796,2009
84819,410797,2009
84819,410798,2009
84819,410787,2009
84819,410787,2009
84819,410787,2009
84819,410787,2009
84819,490441,2009
84819,410789,2009
84819,410790,2009
84819,490441,2009
84819,410791,2009
84819,410792,2009
84819,410793,2009
84819,410794,2009
84819,410787,2009
84819,410795,2009
84819,410796,2009
84819,410797,2009
84819,410798,2009
410787,410787,2009
410787,410787,2009
410787,410787,2009
410787,490441,2009
410787,410789,2009
410787,410790,2009
410787,490441,2009
410787,410791,2009
410787,410792,2009
410787,410793,2009
410787,410794,2009
410787,410787,2009
410787,410795,2009
410787,410796,2009
410787,410797,2009
410787,410798,2009
410787,410787,2009
410787,410787,2009
410787,490441,2009
410787,410789,2009
410787,410790,2009
410787,490441,2009
410787,410791,2009
410787,410792,2009
410787,410793,2009
410787,410794,2009
410787,410787,2009
410787,410795,2009
410787,410796,2009
410787,410797,2009
410787,410798,2009
410787,410787,2009
410787,490441,2009
410787,410789,2009
410787,410790,2009
410787,490441,2009
410787,410791,2009
410787,410792,2009
410787,410793,2009
410787,410794,2009
410787,410787,2009
410787,410795,2009
410787,410796,2009
410787,410797,2009
410787,410798,2009
410787,490441,2009
410787,410789,2009
410787,410790,2009
410787,490441,2009
410787,410791,2009
410787,410792,2009
410787,410793,2009
410787,410794,2009
410787,410787,2009
410787,410795,2009
410787,410796,2009
410787,410797,2009
410787,410798,2009
490441,410789,2009
490441,410790,2009
490441,490441,2009
490441,410791,2009
490441,410792,2009
490441,410793,2009
490441,410794,2009
490441,410787,2009
490441,410795,2009
490441,410796,2009
490441,410797,2009
490441,410798,2009
410789,410790,2009
410789,490441,2009
410789,410791,2009
410789,410792,2009
410789,410793,2009
410789,410794,2009
410789,410787,2009
410789,410795,2009
410789,410796,2009
410789,410797,2009
410789,410798,2009
410790,490441,2009
410790,410791,2009
410790,410792,2009
410790,410793,2009
410790,410794,2009
410790,410787,2009
410790,410795,2009
410790,410796,2009
410790,410797,2009
410790,410798,2009
490441,410791,2009
490441,410792,2009
490441,410793,2009
490441,410794,2009
490441,410787,2009
490441,410795,2009
490441,410796,2009
490441,410797,2009
490441,410798,2009
410791,410792,2009
410791,410793,2009
410791,410794,2009
410791,410787,2009
410791,410795,2009
410791,410796,2009
410791,410797,2009
410791,410798,2009
410792,410793,2009
410792,410794,2009
410792,410787,2009
410792,410795,2009
410792,410796,2009
410792,410797,2009
410792,410798,2009
410793,410794,2009
410793,410787,2009
410793,410795,2009
410793,410796,2009
410793,410797,2009
410793,410798,2009
410794,410787,2009
410794,410795,2009
410794,410796,2009
410794,410797,2009
410794,410798,2009
410787,410795,2009
410787,410796,2009
410787,410797,2009
410787,410798,2009
410795,410796,2009
410795,410797,2009
410795,410798,2009
410796,410797,2009
410796,410798,2009
410797,410798,2009
2468,18360,2014
2468,636502,2014
2468,636502,2014
2468,18360,2014
2468,371846,2014
2468,636503,2014
2468,636504,2014
2468,484218,2014
2468,289998,2014
2468,636502,2014
2468,18360,2014
2468,636505,2014
2468,636502,2014
2468,636506,2014
2468,636508,2014
2468,636507,2014
2468,18360,2014
2468,565019,2014
2468,636502,2014
2468,18360,2014
2468,69596,2014
2468,565019,2014
18360,636502,2014
18360,636502,2014
18360,18360,2014
18360,371846,2014
18360,636503,2014
18360,636504,2014
18360,484218,2014
18360,289998,2014
18360,636502,2014
18360,18360,2014
18360,636505,2014
18360,636502,2014
18360,636506,2014
18360,636508,2014
18360,636507,2014
18360,18360,2014
18360,565019,2014
18360,636502,2014
18360,18360,2014
18360,69596,2014
18360,565019,2014
636502,636502,2014
636502,18360,2014
636502,371846,2014
636502,636503,2014
636502,636504,2014
636502,484218,2014
636502,289998,2014
636502,636502,2014
636502,18360,2014
636502,636505,2014
636502,636502,2014
636502,636506,2014
636502,636508,2014
636502,636507,2014
636502,18360,2014
636502,565019,2014
636502,636502,2014
636502,18360,2014
636502,69596,2014
636502,565019,2014
636502,18360,2014
636502,371846,2014
636502,636503,2014
636502,636504,2014
636502,484218,2014
636502,289998,2014
636502,636502,2014
636502,18360,2014
636502,636505,2014
636502,636502,2014
636502,636506,2014
636502,636508,2014
636502,636507,2014
636502,18360,2014
636502,565019,2014
636502,636502,2014
636502,18360,2014
636502,69596,2014
636502,565019,2014
18360,371846,2014
18360,636503,2014
18360,636504,2014
18360,484218,2014
18360,289998,2014
18360,636502,2014
18360,18360,2014
18360,636505,2014
18360,636502,2014
18360,636506,2014
18360,636508,2014
18360,636507,2014
18360,18360,2014
18360,565019,2014
18360,636502,2014
18360,18360,2014
18360,69596,2014
18360,565019,2014
371846,636503,2014
371846,636504,2014
371846,484218,2014
371846,289998,2014
371846,636502,2014
371846,18360,2014
371846,636505,2014
371846,636502,2014
371846,636506,2014
371846,636508,2014
371846,636507,2014
371846,18360,2014
371846,565019,2014
371846,636502,2014
371846,18360,2014
371846,69596,2014
371846,565019,2014
636503,636504,2014
636503,484218,2014
636503,289998,2014
636503,636502,2014
636503,18360,2014
636503,636505,2014
636503,636502,2014
636503,636506,2014
636503,636508,2014
636503,636507,2014
636503,18360,2014
636503,565019,2014
636503,636502,2014
636503,18360,2014
636503,69596,2014
636503,565019,2014
636504,484218,2014
636504,289998,2014
636504,636502,2014
636504,18360,2014
636504,636505,2014
636504,636502,2014
636504,636506,2014
636504,636508,2014
636504,636507,2014
636504,18360,2014
636504,565019,2014
636504,636502,2014
636504,18360,2014
636504,69596,2014
636504,565019,2014
484218,289998,2014
484218,636502,2014
484218,18360,2014
484218,636505,2014
484218,636502,2014
484218,636506,2014
484218,636508,2014
484218,636507,2014
484218,18360,2014
484218,565019,2014
484218,636502,2014
484218,18360,2014
484218,69596,2014
484218,565019,2014
289998,636502,2014
289998,18360,2014
289998,636505,2014
289998,636502,2014
289998,636506,2014
289998,636508,2014
289998,636507,2014
289998,18360,2014
289998,565019,2014
289998,636502,2014
289998,18360,2014
289998,69596,2014
289998,565019,2014
636502,18360,2014
636502,636505,2014
636502,636502,2014
636502,636506,2014
636502,636508,2014
636502,636507,2014
636502,18360,2014
636502,565019,2014
636502,636502,2014
636502,18360,2014
636502,69596,2014
636502,565019,2014
18360,636505,2014
18360,636502,2014
18360,636506,2014
18360,636508,2014
18360,636507,2014
18360,18360,2014
18360,565019,2014
18360,636502,2014
18360,18360,2014
18360,69596,2014
18360,565019,2014
636505,636502,2014
636505,636506,2014
636505,636508,2014
636505,636507,2014
636505,18360,2014
636505,565019,2014
636505,636502,2014
636505,18360,2014
636505,69596,2014
636505,565019,2014
636502,636506,2014
636502,636508,2014
636502,636507,2014
636502,18360,2014
636502,565019,2014
636502,636502,2014
636502,18360,2014
636502,69596,2014
636502,565019,2014
636506,636508,2014
636506,636507,2014
636506,18360,2014
636506,565019,2014
636506,636502,2014
636506,18360,2014
636506,69596,2014
636506,565019,2014
636508,636507,2014
636508,18360,2014
636508,565019,2014
636508,636502,2014
636508,18360,2014
636508,69596,2014
636508,565019,2014
636507,18360,2014
636507,565019,2014
636507,636502,2014
636507,18360,2014
636507,69596,2014
636507,565019,2014
18360,565019,2014
18360,636502,2014
18360,18360,2014
18360,69596,2014
18360,565019,2014
565019,636502,2014
565019,18360,2014
565019,69596,2014
565019,565019,2014
636502,18360,2014
636502,69596,2014
636502,565019,2014
18360,69596,2014
18360,565019,2014
69596,565019,2014
690404,690404,2006
328251,292628,2007
328251,281941,2007
328251,292629,2007
328251,333806,2007
328251,292630,2007
328251,292631,2007
328251,243101,2007
328251,246067,2007
292628,281941,2007
292628,292629,2007
292628,333806,2007
292628,292630,2007
292628,292631,2007
292628,243101,2007
292628,246067,2007
281941,292629,2007
281941,333806,2007
281941,292630,2007
281941,292631,2007
281941,243101,2007
281941,246067,2007
292629,333806,2007
292629,292630,2007
292629,292631,2007
292629,243101,2007
292629,246067,2007
333806,292630,2007
333806,292631,2007
333806,243101,2007
333806,246067,2007
292630,292631,2007
292630,243101,2007
292630,246067,2007
292631,243101,2007
292631,246067,2007
243101,246067,2007
356475,101963,1998
356475,101963,1998
356475,8747,1998
356475,19631,1998
356475,356476,1998
356475,50839,1998
356475,101963,1998
356475,8747,1998
356475,19631,1998
356475,8747,1998
356475,84108,1998
356475,356477,1998
356475,101963,1998
356475,356478,1998
356475,8742,1998
356475,62222,1998
356475,19631,1998
356475,205941,1998
356475,356478,1998
356475,19631,1998
356475,356478,1998
356475,62222,1998
356475,205941,1998
356475,356479,1998
101963,101963,1998
101963,8747,1998
101963,19631,1998
101963,356476,1998
101963,50839,1998
101963,101963,1998
101963,8747,1998
101963,19631,1998
101963,8747,1998
101963,84108,1998
101963,356477,1998
101963,101963,1998
101963,356478,1998
101963,8742,1998
101963,62222,1998
101963,19631,1998
101963,205941,1998
101963,356478,1998
101963,19631,1998
101963,356478,1998
101963,62222,1998
101963,205941,1998
101963,356479,1998
101963,8747,1998
101963,19631,1998
101963,356476,1998
101963,50839,1998
101963,101963,1998
101963,8747,1998
101963,19631,1998
101963,8747,1998
101963,84108,1998
101963,356477,1998
101963,101963,1998
101963,356478,1998
101963,8742,1998
101963,62222,1998
101963,19631,1998
101963,205941,1998
101963,356478,1998
101963,19631,1998
101963,356478,1998
101963,62222,1998
101963,205941,1998
101963,356479,1998
8747,19631,1998
8747,356476,1998
8747,50839,1998
8747,101963,1998
8747,8747,1998
8747,19631,1998
8747,8747,1998
8747,84108,1998
8747,356477,1998
8747,101963,1998
8747,356478,1998
8747,8742,1998
8747,62222,1998
8747,19631,1998
8747,205941,1998
8747,356478,1998
8747,19631,1998
8747,356478,1998
8747,62222,1998
8747,205941,1998
8747,356479,1998
19631,356476,1998
19631,50839,1998
19631,101963,1998
19631,8747,1998
19631,19631,1998
19631,8747,1998
19631,84108,1998
19631,356477,1998
19631,101963,1998
19631,356478,1998
19631,8742,1998
19631,62222,1998
19631,19631,1998
19631,205941,1998
19631,356478,1998
19631,19631,1998
19631,356478,1998
19631,62222,1998
19631,205941,1998
19631,356479,1998
356476,50839,1998
356476,101963,1998
356476,8747,1998
356476,19631,1998
356476,8747,1998
356476,84108,1998
356476,356477,1998
356476,101963,1998
356476,356478,1998
356476,8742,1998
356476,62222,1998
356476,19631,1998
356476,205941,1998
356476,356478,1998
356476,19631,1998
356476,356478,1998
356476,62222,1998
356476,205941,1998
356476,356479,1998
50839,101963,1998
50839,8747,1998
50839,19631,1998
50839,8747,1998
50839,84108,1998
50839,356477,1998
50839,101963,1998
50839,356478,1998
50839,8742,1998
50839,62222,1998
50839,19631,1998
50839,205941,1998
50839,356478,1998
50839,19631,1998
50839,356478,1998
50839,62222,1998
50839,205941,1998
50839,356479,1998
101963,8747,1998
101963,19631,1998
101963,8747,1998
101963,84108,1998
101963,356477,1998
101963,101963,1998
101963,356478,1998
101963,8742,1998
101963,62222,1998
101963,19631,1998
101963,205941,1998
101963,356478,1998
101963,19631,1998
101963,356478,1998
101963,62222,1998
101963,205941,1998
101963,356479,1998
8747,19631,1998
8747,8747,1998
8747,84108,1998
8747,356477,1998
8747,101963,1998
8747,356478,1998
8747,8742,1998
8747,62222,1998
8747,19631,1998
8747,205941,1998
8747,356478,1998
8747,19631,1998
8747,356478,1998
8747,62222,1998
8747,205941,1998
8747,356479,1998
19631,8747,1998
19631,84108,1998
19631,356477,1998
19631,101963,1998
19631,356478,1998
19631,8742,1998
19631,62222,1998
19631,19631,1998
19631,205941,1998
19631,356478,1998
19631,19631,1998
19631,356478,1998
19631,62222,1998
19631,205941,1998
19631,356479,1998
8747,84108,1998
8747,356477,1998
8747,101963,1998
8747,356478,1998
8747,8742,1998
8747,62222,1998
8747,19631,1998
8747,205941,1998
8747,356478,1998
8747,19631,1998
8747,356478,1998
8747,62222,1998
8747,205941,1998
8747,356479,1998
84108,356477,1998
84108,101963,1998
84108,356478,1998
84108,8742,1998
84108,62222,1998
84108,19631,1998
84108,205941,1998
84108,356478,1998
84108,19631,1998
84108,356478,1998
84108,62222,1998
84108,205941,1998
84108,356479,1998
356477,101963,1998
356477,356478,1998
356477,8742,1998
356477,62222,1998
356477,19631,1998
356477,205941,1998
356477,356478,1998
356477,19631,1998
356477,356478,1998
356477,62222,1998
356477,205941,1998
356477,356479,1998
101963,356478,1998
101963,8742,1998
101963,62222,1998
101963,19631,1998
101963,205941,1998
101963,356478,1998
101963,19631,1998
101963,356478,1998
101963,62222,1998
101963,205941,1998
101963,356479,1998
356478,8742,1998
356478,62222,1998
356478,19631,1998
356478,205941,1998
356478,356478,1998
356478,19631,1998
356478,356478,1998
356478,62222,1998
356478,205941,1998
356478,356479,1998
8742,62222,1998
8742,19631,1998
8742,205941,1998
8742,356478,1998
8742,19631,1998
8742,356478,1998
8742,62222,1998
8742,205941,1998
8742,356479,1998
62222,19631,1998
62222,205941,1998
62222,356478,1998
62222,19631,1998
62222,356478,1998
62222,62222,1998
62222,205941,1998
62222,356479,1998
19631,205941,1998
19631,356478,1998
19631,19631,1998
19631,356478,1998
19631,62222,1998
19631,205941,1998
19631,356479,1998
205941,356478,1998
205941,19631,1998
205941,356478,1998
205941,62222,1998
205941,205941,1998
205941,356479,1998
356478,19631,1998
356478,356478,1998
356478,62222,1998
356478,205941,1998
356478,356479,1998
19631,356478,1998
19631,62222,1998
19631,205941,1998
19631,356479,1998
356478,62222,1998
356478,205941,1998
356478,356479,1998
